bedroomcnt,bathroomcnt,calculatedfinishedsquarefeet,taxvaluedollarcnt,yearbuilt,fips,lotsizesquarefeet
4.0,2.0,1934.0,592932.0,1968.0,6037.0,6490.0
5.0,4.0,4370.0,469045.0,1977.0,6037.0,17076.0
3.0,2.0,1488.0,310600.0,1947.0,6037.0,5500.0
3.0,2.5,1910.0,394088.0,1984.0,6111.0,3810.0
3.0,1.0,1048.0,154143.0,1958.0,6037.0,5408.0
3.0,2.0,1122.0,599000.0,1925.0,6037.0,2534.0
3.0,3.0,2958.0,522438.0,1957.0,6037.0,20499.0
6.0,4.5,4453.0,921000.0,2004.0,6111.0,43570.0
3.0,1.0,1120.0,599313.0,1941.0,6037.0,5500.0
4.0,2.0,2503.0,1668323.0,1923.0,6037.0,13752.0
3.0,2.0,1564.0,518128.0,1956.0,6037.0,8139.0
3.0,2.0,1087.0,216270.0,1971.0,6037.0,7390.0
3.0,2.0,1419.0,89548.0,1985.0,6037.0,6122.0
3.0,3.0,1590.0,561725.0,1923.0,6037.0,7033.0
3.0,2.0,1652.0,130643.0,1958.0,6037.0,7759.0
3.0,3.0,1414.0,140456.0,1988.0,6037.0,6692.0
5.0,3.0,2929.0,312914.0,1990.0,6037.0,13428.0
3.0,2.0,1598.0,479866.0,1961.0,6111.0,11652.0
5.0,3.0,2344.0,120074.0,1948.0,6037.0,18014.0
3.0,1.5,1298.0,412736.0,1958.0,6059.0,6298.0
3.0,2.5,1535.0,368963.0,1985.0,6059.0,3500.0
3.0,2.0,1168.0,179231.0,1980.0,6037.0,6979.0
3.0,2.5,2018.0,759482.0,1998.0,6059.0,2800.0
3.0,1.0,1014.0,148405.0,1954.0,6037.0,6272.0
3.0,2.0,1894.0,561682.0,1960.0,6037.0,10575.0
4.0,3.5,3876.0,2614268.0,1965.0,6059.0,6240.0
4.0,3.0,3560.0,301000.0,2005.0,6037.0,10012.0
3.0,2.0,1134.0,89054.0,1985.0,6037.0,27629.0
4.0,2.0,1552.0,70170.0,1958.0,6059.0,6666.0
2.0,1.0,1192.0,198101.0,1924.0,6037.0,8822.0
4.0,3.0,3269.0,1380000.0,1975.0,6037.0,14013.0
3.0,2.0,1988.0,1446296.0,1948.0,6037.0,7244.0
3.0,1.0,1399.0,44685.0,1941.0,6037.0,4826.0
3.0,2.0,1246.0,887658.0,1953.0,6037.0,7429.0
3.0,2.0,1324.0,80769.0,1962.0,6037.0,5056.0
3.0,2.0,1669.0,253647.0,1969.0,6111.0,7000.0
4.0,2.0,1586.0,141735.0,1922.0,6037.0,10411.0
4.0,3.0,2106.0,311522.0,1962.0,6037.0,7765.0
4.0,2.0,1844.0,138196.0,1976.0,6059.0,6000.0
3.0,4.0,3582.0,2795573.0,1951.0,6037.0,14919.0
3.0,3.5,2964.0,1676907.0,1996.0,6059.0,4955.0
4.0,3.0,2517.0,1163968.0,1978.0,6037.0,20279.0
4.0,3.0,2024.0,1500000.0,1946.0,6037.0,8845.0
4.0,2.0,1570.0,258652.0,1960.0,6111.0,6905.0
2.0,1.0,1056.0,182186.0,1922.0,6037.0,4283.0
3.0,2.0,1355.0,307699.0,1954.0,6037.0,8199.0
3.0,1.0,1384.0,46752.0,1953.0,6037.0,5454.0
5.0,3.0,2772.0,436243.0,2002.0,6037.0,7193.0
3.0,2.0,1160.0,358703.0,1950.0,6037.0,5128.0
3.0,2.0,1417.0,230869.0,1936.0,6037.0,16250.0
4.0,2.0,1630.0,68249.0,1964.0,6111.0,8044.0
4.0,2.0,1227.0,142033.0,1957.0,6037.0,6497.0
4.0,2.0,1643.0,484189.0,1941.0,6037.0,12109.0
3.0,3.0,2231.0,1036696.0,1936.0,6037.0,6500.0
2.0,1.0,816.0,112495.0,1971.0,6111.0,9157.0
4.0,3.0,1862.0,658897.0,1962.0,6059.0,6420.0
3.0,2.0,1670.0,1395968.0,1926.0,6037.0,6550.0
4.0,3.0,2324.0,871978.0,2010.0,6059.0,3267.0
4.0,2.0,1574.0,178111.0,1973.0,6037.0,8341.0
4.0,3.5,3393.0,813920.0,1988.0,6111.0,20621.0
3.0,1.0,1109.0,89998.0,1953.0,6037.0,6747.0
2.0,1.0,928.0,44895.0,1925.0,6037.0,2504.0
2.0,2.0,1254.0,231530.0,1939.0,6037.0,5910.0
3.0,3.0,1930.0,677000.0,1959.0,6037.0,6993.0
5.0,4.0,3846.0,509296.0,1992.0,6037.0,8722.0
4.0,3.0,2385.0,363634.0,2001.0,6037.0,4199.0
0.0,3.0,2976.0,105797.0,1957.0,6111.0,18390.0
4.0,2.0,1150.0,348995.0,1953.0,6037.0,6851.0
4.0,2.0,2389.0,151466.0,1963.0,6059.0,7000.0
4.0,2.0,2277.0,128773.0,1940.0,6037.0,7949.0
4.0,3.0,2730.0,343000.0,1989.0,6037.0,9630.0
4.0,3.5,2592.0,1402000.0,1975.0,6111.0,4500.0
3.0,5.0,4713.0,1525000.0,1950.0,6037.0,30847.0
3.0,1.0,1640.0,506000.0,1960.0,6037.0,7089.0
2.0,2.0,1799.0,92107.0,1939.0,6037.0,6190.0
3.0,2.0,1238.0,415841.0,1981.0,6111.0,6927.0
3.0,1.0,1334.0,305308.0,1950.0,6037.0,5999.0
4.0,3.0,2346.0,206900.0,1947.0,6037.0,57283.0
3.0,2.0,1088.0,130679.0,1955.0,6037.0,12355.0
3.0,2.0,1088.0,130679.0,1955.0,6037.0,12355.0
4.0,2.0,2626.0,152639.0,1923.0,6037.0,22881.0
2.0,1.0,776.0,96301.0,1937.0,6059.0,2870.0
3.0,2.0,1280.0,364415.0,1953.0,6037.0,7207.0
3.0,3.0,1865.0,946611.0,1956.0,6037.0,10385.0
3.0,2.0,1426.0,415000.0,1927.0,6037.0,6162.0
3.0,2.0,1383.0,923461.0,1953.0,6037.0,7605.0
2.0,1.0,980.0,143057.0,1922.0,6037.0,12612.0
5.0,3.5,3144.0,462900.0,1969.0,6111.0,9772.0
4.0,2.0,1529.0,238011.0,1963.0,6059.0,6000.0
3.0,1.0,1020.0,38463.0,1951.0,6037.0,7025.0
2.0,2.0,2930.0,1177689.0,1967.0,6037.0,7978.0
1.0,1.0,494.0,293163.0,1923.0,6059.0,2486.0
4.0,2.5,2163.0,440667.0,1972.0,6059.0,5238.0
6.0,8.0,8609.0,5092857.0,1997.0,6037.0,19820.0
3.0,1.0,840.0,232683.0,1923.0,6037.0,7022.0
3.0,1.0,1009.0,112403.0,1950.0,6059.0,6588.0
3.0,2.0,1363.0,119413.0,1957.0,6037.0,8120.0
3.0,3.0,2798.0,227872.0,1958.0,6037.0,17460.0
3.0,2.0,1201.0,520387.0,1947.0,6037.0,6594.0
3.0,2.0,1828.0,460000.0,1960.0,6037.0,7979.0
3.0,2.0,1953.0,760891.0,1952.0,6037.0,5150.0
4.0,5.0,5940.0,568586.0,1970.0,6037.0,19695.0
4.0,3.0,2480.0,889000.0,1978.0,6037.0,7784.0
3.0,2.5,1921.0,561000.0,1989.0,6111.0,8005.0
3.0,2.0,1540.0,108478.0,1955.0,6037.0,6209.0
4.0,4.0,3312.0,1133910.0,2010.0,6037.0,17425.0
3.0,2.0,2135.0,750206.0,1953.0,6037.0,26012.0
4.0,2.0,1493.0,968792.0,1948.0,6037.0,5774.0
3.0,2.0,1192.0,209051.0,1954.0,6037.0,7500.0
3.0,2.0,1150.0,328920.0,1960.0,6037.0,7497.0
3.0,3.0,2343.0,1036000.0,1924.0,6037.0,2970.0
3.0,1.0,1154.0,289925.0,1911.0,6037.0,6084.0
3.0,2.5,2998.0,463505.0,1985.0,6059.0,3200.0
3.0,2.0,1200.0,185389.0,1955.0,6037.0,11179.0
3.0,2.0,1910.0,660670.0,1964.0,6037.0,4918.0
2.0,1.0,1020.0,448740.0,1971.0,6059.0,3882.0
3.0,2.5,1463.0,219749.0,1998.0,6111.0,3614.0
4.0,2.0,1601.0,750358.0,1948.0,6037.0,5775.0
6.0,8.0,10185.0,9283780.0,1937.0,6037.0,28622.0
3.0,2.0,1120.0,296523.0,1961.0,6111.0,7300.0
5.0,3.0,2467.0,820000.0,1965.0,6059.0,8584.0
3.0,2.5,1441.0,395946.0,1999.0,6111.0,2332.0
1.0,1.0,624.0,316887.0,1924.0,6037.0,6029.0
6.0,4.5,4244.0,1326295.0,1978.0,6111.0,20473.0
2.0,1.0,1120.0,192225.0,1924.0,6037.0,5100.0
4.0,1.0,1958.0,334613.0,1950.0,6037.0,8576.0
3.0,2.0,1521.0,479207.0,1978.0,6037.0,4917.0
4.0,2.0,1488.0,362435.0,1982.0,6037.0,2250.0
3.0,3.0,2548.0,182271.0,2005.0,6037.0,7210.0
2.0,1.0,980.0,240430.0,1921.0,6037.0,5172.0
4.0,2.0,1540.0,215800.0,1974.0,6037.0,6096.0
4.0,2.0,1664.0,231559.0,1951.0,6037.0,7494.0
3.0,2.0,1245.0,74131.0,1962.0,6059.0,5356.0
3.0,2.0,2060.0,684981.0,1939.0,6037.0,7305.0
4.0,2.5,1327.0,375000.0,1964.0,6059.0,1053.0
4.0,3.0,3374.0,590736.0,1957.0,6037.0,15739.0
5.0,2.0,1560.0,921623.0,1923.0,6037.0,6352.0
4.0,2.5,1676.0,306104.0,1987.0,6111.0,6336.0
4.0,3.0,1770.0,163417.0,1989.0,6037.0,6725.0
4.0,3.0,2933.0,994944.0,2002.0,6111.0,9193.0
2.0,2.0,1864.0,569452.0,1987.0,6059.0,7500.0
4.0,2.0,1948.0,1150000.0,1920.0,6037.0,8229.0
2.0,1.0,810.0,431481.0,1950.0,6037.0,5150.0
3.0,3.0,2639.0,1841895.0,1951.0,6037.0,5669.0
3.0,2.0,1316.0,926803.0,1927.0,6037.0,4800.0
2.0,1.0,834.0,368000.0,1950.0,6037.0,5412.0
2.0,2.0,1503.0,556829.0,1980.0,6059.0,3478.0
3.0,2.0,1254.0,271791.0,1949.0,6037.0,5289.0
3.0,2.0,1092.0,205298.0,1971.0,6037.0,6095.0
2.0,2.0,1406.0,120889.0,1986.0,6059.0,5300.0
3.0,3.0,1498.0,3153663.0,1958.0,6037.0,3007.0
4.0,2.0,1204.0,66364.0,1957.0,6037.0,6832.0
3.0,2.0,1190.0,103583.0,1986.0,6037.0,4802.0
3.0,2.0,1897.0,717962.0,1967.0,6059.0,6000.0
5.0,4.0,3531.0,1472047.0,1981.0,6037.0,19306.0
2.0,1.0,815.0,57733.0,1950.0,6037.0,5130.0
2.0,2.0,1787.0,943000.0,1956.0,6037.0,12215.0
5.0,5.0,4154.0,3799886.0,2015.0,6037.0,6752.0
3.0,2.0,1377.0,44541.0,1925.0,6037.0,4772.0
3.0,2.0,1194.0,244746.0,1954.0,6037.0,5824.0
3.0,2.0,1194.0,244746.0,1954.0,6037.0,5824.0
2.0,1.0,1003.0,287835.0,1931.0,6037.0,5998.0
3.0,2.0,1157.0,85692.0,1954.0,6037.0,5078.0
3.0,2.0,1157.0,85692.0,1954.0,6037.0,5078.0
2.0,1.0,1222.0,72848.0,1955.0,6037.0,9670.0
4.0,1.5,1248.0,552000.0,1961.0,6059.0,6500.0
2.0,1.0,828.0,33912.0,1944.0,6037.0,6732.0
3.0,1.0,1115.0,86110.0,1955.0,6037.0,5347.0
4.0,2.5,2281.0,687000.0,1976.0,6059.0,6000.0
3.0,3.0,2425.0,167510.0,1957.0,6037.0,13090.0
4.0,2.0,1560.0,656866.0,1971.0,6059.0,7875.0
4.0,2.5,2240.0,119600.0,1965.0,6059.0,9100.0
2.0,2.0,1677.0,105345.0,1953.0,6037.0,7015.0
4.0,4.0,2746.0,605538.0,1973.0,6111.0,37568.0
2.0,1.5,1605.0,256629.0,1968.0,6059.0,7442.0
3.0,2.0,2059.0,130217.0,1967.0,6037.0,19591.0
4.0,2.0,1655.0,687132.0,1969.0,6059.0,6180.0
4.0,2.0,3153.0,454417.0,1933.0,6059.0,15600.0
4.0,3.0,3556.0,339000.0,1986.0,6037.0,11734.0
4.0,2.0,1414.0,111633.0,1948.0,6037.0,6449.0
3.0,2.0,1332.0,250789.0,1987.0,6037.0,7533.0
3.0,2.0,1816.0,104127.0,1919.0,6037.0,12946.0
3.0,1.0,1164.0,165784.0,1947.0,6037.0,7818.0
3.0,2.0,2094.0,627710.0,1971.0,6059.0,6250.0
3.0,1.0,1090.0,453563.0,1956.0,6059.0,7246.0
3.0,2.0,1373.0,64359.0,1956.0,6037.0,8240.0
4.0,2.0,1432.0,148147.0,1954.0,6037.0,7294.0
5.0,2.0,1946.0,138682.0,1964.0,6111.0,9280.0
3.0,2.0,1795.0,582509.0,1950.0,6059.0,7800.0
3.0,3.0,1737.0,226500.0,1986.0,6037.0,7017.0
3.0,3.0,2715.0,483061.0,1976.0,6037.0,19523.0
3.0,2.0,1307.0,142699.0,1956.0,6037.0,7026.0
3.0,2.0,1246.0,381866.0,1959.0,6037.0,6756.0
3.0,1.0,1148.0,576661.0,1950.0,6037.0,6981.0
3.0,3.0,2817.0,313000.0,2005.0,6037.0,6727.0
2.0,1.0,744.0,55472.0,1952.0,6037.0,26597.0
3.0,1.0,1039.0,45500.0,1956.0,6059.0,7293.0
5.0,2.0,1968.0,566699.0,1928.0,6037.0,13860.0
3.0,2.0,1421.0,66427.0,1951.0,6037.0,6014.0
2.0,1.5,1204.0,262060.0,1977.0,6059.0,828.0
3.0,2.5,1780.0,666000.0,1962.0,6111.0,10890.0
1.0,1.0,496.0,264217.0,1925.0,6037.0,3799.0
3.0,2.0,1770.0,84112.0,1969.0,6059.0,5000.0
2.0,2.0,1621.0,91804.0,1977.0,6059.0,4200.0
4.0,2.0,1292.0,51649.0,1949.0,6111.0,6080.0
5.0,3.0,2204.0,447063.0,1965.0,6037.0,7265.0
3.0,2.0,1120.0,69121.0,1954.0,6037.0,5003.0
4.0,2.0,1518.0,102253.0,1958.0,6037.0,11243.0
2.0,2.0,990.0,133756.0,1947.0,6037.0,3622.0
2.0,1.0,980.0,180621.0,1947.0,6037.0,6865.0
6.0,4.5,4123.0,877347.0,1996.0,6059.0,6669.0
5.0,4.0,4497.0,420700.0,2006.0,6037.0,8381.0
6.0,5.5,4875.0,1893955.0,1998.0,6059.0,7858.0
4.0,3.0,2341.0,221489.0,1990.0,6037.0,6446.0
4.0,2.0,1319.0,360000.0,1954.0,6037.0,6537.0
5.0,5.0,4483.0,3080745.0,1935.0,6037.0,8889.0
3.0,1.0,998.0,353540.0,1953.0,6059.0,7440.0
2.0,1.0,1190.0,38762.0,1925.0,6037.0,4802.0
3.0,2.5,2702.0,785092.0,1984.0,6059.0,11200.0
3.0,2.0,2143.0,459836.0,1964.0,6037.0,11699.0
2.0,1.0,812.0,46135.0,1950.0,6037.0,4983.0
3.0,3.0,1488.0,135742.0,1955.0,6037.0,6934.0
2.0,1.0,1580.0,216175.0,1940.0,6037.0,6783.0
3.0,2.5,1678.0,196956.0,1976.0,6059.0,1950.0
4.0,3.0,2085.0,374367.0,1963.0,6037.0,8305.0
2.0,2.0,1413.0,1169244.0,1959.0,6037.0,5051.0
2.0,1.0,1164.0,341274.0,1914.0,6037.0,5604.0
4.0,2.0,2124.0,538475.0,1964.0,6037.0,10130.0
2.0,2.5,1404.0,440000.0,1976.0,6059.0,1537.0
3.0,2.0,1402.0,96600.0,1947.0,6037.0,7502.0
4.0,2.0,2376.0,392184.0,1915.0,6037.0,7000.0
4.0,1.0,1932.0,51523.0,1918.0,6037.0,4576.0
2.0,1.0,892.0,224409.0,1950.0,6037.0,6839.0
4.0,2.5,2492.0,606000.0,1965.0,6059.0,7201.0
2.0,3.0,2703.0,431585.0,1979.0,6059.0,5310.0
3.0,4.5,3531.0,893238.0,1999.0,6111.0,10736.0
3.0,2.0,1312.0,199662.0,1973.0,6059.0,3274.0
3.0,3.0,2826.0,433377.0,1992.0,6059.0,7000.0
3.0,2.0,2025.0,986816.0,1929.0,6037.0,7521.0
4.0,2.0,1540.0,338074.0,1975.0,6037.0,5573.0
3.0,1.0,1108.0,87138.0,1949.0,6037.0,6321.0
3.0,2.5,1316.0,599000.0,1995.0,6059.0,3410.0
3.0,2.0,2294.0,422368.0,1942.0,6037.0,8300.0
3.0,2.0,1539.0,132933.0,1962.0,6037.0,6432.0
3.0,2.0,1908.0,144923.0,1963.0,6059.0,7000.0
3.0,1.0,1142.0,78439.0,1947.0,6037.0,8500.0
3.0,2.5,1976.0,532488.0,1994.0,6059.0,2975.0
3.0,2.0,1854.0,660178.0,1979.0,6059.0,9100.0
3.0,3.0,2211.0,906092.0,1948.0,6037.0,8969.0
3.0,3.0,2825.0,949000.0,1989.0,6059.0,5400.0
6.0,6.0,4519.0,1091782.0,1986.0,6037.0,21055.0
3.0,1.0,1094.0,168202.0,1952.0,6059.0,6363.0
5.0,2.5,2270.0,361957.0,1966.0,6059.0,8100.0
4.0,2.0,1675.0,509589.0,1969.0,6059.0,7919.0
4.0,3.0,3638.0,250787.0,2005.0,6037.0,9672.0
4.0,2.0,1360.0,481521.0,1956.0,6037.0,6606.0
4.0,3.0,2036.0,346142.0,1954.0,6037.0,7591.0
3.0,2.5,1651.0,205338.0,1977.0,6059.0,1575.0
3.0,2.0,1410.0,220485.0,1955.0,6037.0,6096.0
4.0,4.0,3166.0,710056.0,1975.0,6037.0,113360.0
1.0,1.0,810.0,75952.0,1947.0,6037.0,21524.0
7.0,7.0,5513.0,1082258.0,1987.0,6037.0,103598.0
3.0,2.0,1980.0,157983.0,1927.0,6037.0,7219.0
4.0,3.0,3062.0,860186.0,2001.0,6111.0,17842.0
3.0,3.5,2690.0,543402.0,1999.0,6111.0,7700.0
3.0,4.0,2291.0,2070871.0,1960.0,6037.0,8346.0
3.0,3.0,1524.0,203356.0,1988.0,6037.0,9013.0
3.0,2.0,2137.0,464682.0,1988.0,6111.0,6700.0
3.0,2.0,1601.0,202921.0,1947.0,6037.0,5249.0
3.0,2.0,1456.0,484897.0,1953.0,6037.0,7659.0
2.0,1.0,1336.0,559000.0,1951.0,6037.0,5544.0
3.0,2.0,1353.0,629379.0,1950.0,6037.0,5499.0
4.0,2.0,1862.0,83852.0,1963.0,6059.0,9940.0
3.0,1.0,1024.0,211013.0,1952.0,6037.0,6855.0
3.0,2.0,1242.0,342184.0,1956.0,6059.0,6825.0
4.0,4.0,3068.0,2556385.0,1998.0,6037.0,5203.0
3.0,3.0,1690.0,499312.0,1985.0,6059.0,1768.0
4.0,4.0,2393.0,454849.0,1950.0,6037.0,5684.0
4.0,2.0,1554.0,88655.0,1955.0,6059.0,6000.0
3.0,3.0,1759.0,427000.0,2000.0,6037.0,81379.0
3.0,2.0,1472.0,370565.0,1967.0,6037.0,4872.0
3.0,1.0,1034.0,271950.0,1949.0,6037.0,4971.0
4.0,2.0,1914.0,100225.0,1971.0,6059.0,6000.0
2.0,2.0,1323.0,573000.0,1985.0,6059.0,4000.0
3.0,2.5,2357.0,141440.0,1961.0,6059.0,9130.0
3.0,2.0,1747.0,264291.0,1962.0,6059.0,6017.0
4.0,3.0,2238.0,113278.0,1964.0,6059.0,9120.0
3.0,1.0,1148.0,294422.0,1951.0,6037.0,5262.0
3.0,2.0,1388.0,516710.0,1943.0,6037.0,6399.0
3.0,2.0,1598.0,226590.0,1962.0,6037.0,5413.0
6.0,7.0,6399.0,1589203.0,1997.0,6037.0,23623.0
3.0,3.0,1953.0,336085.0,1963.0,6059.0,6405.0
4.0,3.0,2358.0,450455.0,2001.0,6037.0,6337.0
4.0,3.0,2330.0,574000.0,1965.0,6037.0,5832.0
2.0,1.0,732.0,287000.0,1920.0,6037.0,2302.0
4.0,2.0,1600.0,383579.0,1976.0,6059.0,5250.0
2.0,1.0,1183.0,190081.0,1948.0,6059.0,5974.0
3.0,2.0,1312.0,329794.0,1922.0,6037.0,7550.0
4.0,3.0,2150.0,554526.0,1977.0,6111.0,9398.0
4.0,3.0,2239.0,508400.0,2015.0,6037.0,
4.0,3.0,2387.0,704905.0,1983.0,6037.0,9420.0
2.0,1.0,576.0,33499.0,1931.0,6037.0,5379.0
3.0,2.0,1659.0,87357.0,1953.0,6037.0,7522.0
3.0,2.0,1088.0,52553.0,1954.0,6037.0,5238.0
3.0,2.0,1280.0,421328.0,1960.0,6037.0,8134.0
3.0,1.0,1399.0,55046.0,1948.0,6037.0,11639.0
4.0,3.0,2480.0,289788.0,1979.0,6037.0,13240.0
4.0,2.0,1813.0,79579.0,1962.0,6037.0,10414.0
3.0,4.0,2579.0,2583582.0,2008.0,6037.0,5072.0
5.0,3.0,3147.0,954930.0,1989.0,6111.0,24022.0
4.0,1.0,1552.0,52134.0,1954.0,6037.0,6026.0
3.0,3.0,1880.0,330188.0,1949.0,6037.0,7432.0
2.0,2.0,1995.0,730980.0,1954.0,6037.0,2773.0
3.0,2.0,1629.0,112425.0,1960.0,6037.0,7523.0
4.0,3.5,3729.0,983572.0,1999.0,6111.0,17133.0
0.0,0.0,,375218.0,1932.0,6059.0,1602.0
3.0,1.0,1305.0,451000.0,1940.0,6111.0,18938.0
3.0,2.0,1392.0,74094.0,1957.0,6037.0,5989.0
3.0,2.0,2318.0,726810.0,1939.0,6037.0,33895.0
3.0,3.0,2994.0,1269062.0,1927.0,6037.0,5913.0
5.0,3.0,3445.0,714045.0,1969.0,6037.0,13533.0
3.0,2.0,1512.0,361732.0,1949.0,6037.0,7647.0
2.0,1.0,1016.0,37885.0,1947.0,6037.0,8136.0
3.0,2.0,1288.0,420037.0,1951.0,6059.0,2625.0
3.0,2.0,1386.0,52560.0,1957.0,6037.0,7675.0
3.0,2.0,1386.0,52560.0,1957.0,6037.0,7675.0
5.0,4.0,3480.0,818000.0,2000.0,6037.0,6612.0
3.0,1.0,1119.0,42694.0,1947.0,6037.0,6759.0
4.0,2.0,2712.0,622005.0,1994.0,6037.0,5996.0
3.0,2.0,1080.0,169319.0,1992.0,6037.0,6828.0
5.0,3.0,2717.0,779000.0,1969.0,6037.0,11881.0
2.0,1.0,840.0,243558.0,1940.0,6037.0,1944.0
3.0,2.5,1533.0,224723.0,2000.0,6059.0,3049.0
3.0,1.0,936.0,305481.0,1957.0,6037.0,5914.0
3.0,2.0,1924.0,2412794.0,1958.0,6037.0,22538.0
3.0,2.0,1391.0,269572.0,1954.0,6037.0,7649.0
4.0,3.0,2637.0,187226.0,2005.0,6037.0,6688.0
3.0,2.5,2796.0,1014226.0,1989.0,6111.0,14998.0
3.0,3.5,3100.0,1449745.0,2007.0,6111.0,7283.0
3.0,2.0,1375.0,331545.0,1954.0,6037.0,7291.0
4.0,1.5,1254.0,303457.0,1963.0,6059.0,858.0
3.0,1.5,1122.0,155108.0,1963.0,6059.0,858.0
3.0,1.0,1090.0,198012.0,1925.0,6037.0,5100.0
2.0,2.0,982.0,270455.0,1922.0,6037.0,5381.0
4.0,2.0,1245.0,266634.0,1960.0,6059.0,7920.0
3.0,2.0,1531.0,75262.0,1939.0,6037.0,6749.0
3.0,2.0,1394.0,465999.0,1955.0,6059.0,6428.0
3.0,2.0,1050.0,377000.0,1954.0,6037.0,5871.0
3.0,2.0,2817.0,984853.0,1950.0,6037.0,5898.0
2.0,1.0,1187.0,386182.0,1927.0,6037.0,5408.0
3.0,1.0,1332.0,121383.0,1908.0,6037.0,5850.0
4.0,3.0,1998.0,390991.0,1903.0,6037.0,5599.0
3.0,1.0,1076.0,475308.0,1950.0,6037.0,5144.0
2.0,1.0,1274.0,1005000.0,1940.0,6037.0,7346.0
9.0,6.0,4670.0,638499.0,1965.0,6037.0,15600.0
4.0,4.5,3643.0,1271093.0,1991.0,6059.0,8000.0
4.0,2.0,1413.0,381832.0,1926.0,6037.0,7978.0
6.0,4.0,3058.0,445699.0,1950.0,6037.0,5251.0
3.0,2.0,1530.0,468577.0,1940.0,6037.0,6749.0
3.0,3.0,1908.0,328468.0,1967.0,6037.0,11716.0
3.0,1.5,1795.0,164246.0,1955.0,6059.0,7200.0
3.0,1.0,1091.0,76323.0,1954.0,6037.0,6906.0
3.0,2.0,1091.0,485000.0,1948.0,6037.0,5205.0
3.0,1.0,1052.0,31016.0,1952.0,6037.0,6279.0
4.0,2.0,1244.0,161282.0,1962.0,6037.0,4995.0
4.0,3.0,2128.0,216717.0,1981.0,6037.0,5942.0
3.0,2.0,1270.0,51030.0,1954.0,6037.0,11755.0
4.0,1.0,2599.0,76660.0,1954.0,6059.0,10212.0
3.0,2.0,1638.0,416094.0,1953.0,6059.0,7500.0
3.0,3.0,2381.0,1827450.0,1953.0,6037.0,14767.0
3.0,2.0,1292.0,291328.0,1978.0,6111.0,7113.0
3.0,2.0,1597.0,214764.0,1954.0,6059.0,7200.0
3.0,2.0,1540.0,121750.0,1976.0,6037.0,6156.0
2.0,2.0,2029.0,708764.0,1948.0,6059.0,10993.0
4.0,3.0,2306.0,107443.0,1959.0,6037.0,19170.0
4.0,3.0,3267.0,951841.0,1989.0,6037.0,5481.0
3.0,2.0,1032.0,358000.0,1971.0,6111.0,4976.0
3.0,2.0,1150.0,436157.0,1949.0,6037.0,3143.0
3.0,2.0,1018.0,425000.0,1980.0,6037.0,3552.0
3.0,1.0,1047.0,210005.0,1953.0,6059.0,7720.0
4.0,2.0,1580.0,281386.0,1954.0,6037.0,6050.0
3.0,2.5,2418.0,880204.0,1977.0,6059.0,7740.0
4.0,3.0,3630.0,553026.0,1990.0,6059.0,6448.0
4.0,2.0,1717.0,329049.0,1983.0,6037.0,49662.0
3.0,2.0,1505.0,287508.0,1955.0,6059.0,7700.0
3.0,2.0,1290.0,703000.0,1985.0,6059.0,5240.0
3.0,2.0,1532.0,223112.0,1954.0,6037.0,7511.0
3.0,3.0,2043.0,962000.0,1954.0,6037.0,10476.0
4.0,3.0,2164.0,378784.0,2000.0,6111.0,4217.0
2.0,1.0,1001.0,800000.0,1951.0,6037.0,4999.0
4.0,3.5,2598.0,729614.0,2009.0,6059.0,3468.0
4.0,2.5,2985.0,926025.0,1970.0,6111.0,26355.0
2.0,1.0,803.0,250404.0,1929.0,6059.0,3290.0
4.0,3.0,2144.0,609469.0,1984.0,6059.0,12000.0
3.0,3.0,1475.0,474000.0,1967.0,6037.0,3809.0
5.0,6.0,4218.0,468030.0,1953.0,6037.0,24026.0
3.0,3.0,1649.0,344048.0,1987.0,6037.0,9325.0
3.0,2.0,2234.0,209934.0,1961.0,6037.0,17010.0
4.0,2.0,1309.0,71108.0,1953.0,6037.0,6221.0
2.0,2.0,1319.0,477167.0,1949.0,6037.0,7639.0
3.0,2.0,1455.0,57065.0,1955.0,6059.0,6000.0
4.0,2.0,1980.0,221577.0,1980.0,6037.0,11925.0
4.0,4.0,2470.0,980399.0,1979.0,6037.0,9194.0
4.0,2.5,2550.0,859567.0,1971.0,6059.0,6000.0
4.0,3.0,1731.0,547835.0,1925.0,6037.0,5013.0
3.0,1.0,1202.0,326026.0,1953.0,6037.0,6629.0
4.0,4.0,3269.0,863392.0,1999.0,6037.0,7930.0
3.0,1.5,1577.0,264112.0,1965.0,6111.0,9583.0
3.0,2.0,1213.0,555000.0,1959.0,6059.0,6500.0
3.0,2.0,1386.0,171271.0,1989.0,6037.0,4649.0
4.0,2.0,1575.0,116753.0,1955.0,6037.0,6651.0
3.0,3.0,2116.0,474777.0,1971.0,6037.0,20003.0
2.0,2.0,924.0,103857.0,1923.0,6037.0,3999.0
3.0,3.0,1946.0,239252.0,1980.0,6037.0,16895.0
2.0,1.0,879.0,61044.0,1949.0,6037.0,6506.0
2.0,1.0,832.0,518000.0,1950.0,6037.0,5503.0
4.0,3.0,1871.0,205964.0,1995.0,6037.0,7683.0
3.0,2.0,1563.0,779639.0,1954.0,6037.0,5000.0
4.0,3.0,2158.0,1750000.0,1962.0,6059.0,9680.0
4.0,2.0,1779.0,236874.0,1964.0,6111.0,6500.0
3.0,2.0,1080.0,69327.0,1957.0,6037.0,6096.0
3.0,2.0,1728.0,520000.0,1987.0,6037.0,12485.0
